record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-47203-id,Aimee Richardson,765 114 020,764,Lisa Plaza,East Jeffery,Yukon Territory,55136,1991-11-21,370-569-1701
rec-47203-id-dup-0,Aimee Richardson,765 114 020,764,Lisa Palza,East Jeffery,Yukon Territory,55136,1991-11-21,370-569-1701
rec-47203-id-dup-1,Aimee Richardson,765 114 020,764,Lisa Pla za,East Jeffery,Yukon Territory,55136,1991-11-21,370-569-1701
rec-47203-id-dup-2,Aimee Richardson,765 114 020,764,Plaza Lisa,East Jeffery,Yukon Territory,55136,1991-11-21,370-569-1701
rec-47203-id-dup-3,Aimee Richardson,765 114 020,764,Plaza Lisa,East Jeffery,Yukon Territory,55136,1991-11-21,370-569-1701
rec-47203-id-dup-4,Aimee Richardson,765 114 020,764,,East Jeffery,Yukon Territory,55136,1991-11-21,370-569-1701
rec-47204-id,Douglas Garcia,461 158 834,939,Ashley Valley,Lake Denisefort,Prince Edward Island,14242,2007-02-04,+1 (842) 613-1720
rec-47204-id-dup-0,,461 158 834,939,Ashley Valley,Lake Denisefort,Prince Edward Island,14242,2007-02-04,+1 (842) 613-1720
rec-47204-id-dup-1,Douglas Garcia,461 158 834,939,Valley Ashley,Lake Denisefort,Prince Edward Island,14242,2007-02-04,+1 (842) 613-1720
rec-47204-id-dup-2,Douglas Garcia,461 158 834,939,Ashley Va lley,Lake Denisefort,Prince Edward Island,14242,2007-02-04,+1 (842) 613-1720
rec-47204-id-dup-3,Douglas Garcia,461 158 834,939,Ashley Valley,Lake Denisefort,Prince Edward Island,14242,2007-02-04,+1 (842) 613-1720
rec-47204-id-dup-4,Douglas Garcia,461 158 834,939,Pruitt Avenue,Lake Denisefort,Prince Edward Island,14242,2007-02-04,+1 (842) 613-1720
rec-47205-id,Amy Cox,765 011 648,805,John Throughway,West Victoria,Saskatchewan,95855,1993-08-02,657-430-7176
rec-47205-id-dup-0,Amy Cox,765 011 648,805,Kelly Plaza,West Victoria,Saskatchewan,95855,1993-08-02,657-430-7176
rec-47205-id-dup-1,Amy Cox,765 011 648,805,John Throu ghway,West Victoria,Saskatchewan,95855,1993-08-02,657-430-7176
rec-47206-id,Samantha Hatfield,418 856 100,272,Gibson Port,Scotttown,Newfoundland and Labrador,34776,1998-03-05,423.049.0490
rec-47206-id-dup-0,Samantha Hatfield,418 856 100,272,Gibson Port,Scotttown,Newfoundland and Labrador,34776,1998-03-05,423.049.0490
rec-47206-id-dup-1,Samantha Hatfield,418 856 100,272,Port Gibson,Scotttown,Newfoundland and Labrador,34776,1998-03-05,423.049.0490
