record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-13145-id-dup-2,Alicia Harris,772 544 037,299,William Valleys,Emilystad,Saskatchewan,69780,2006-02-11,602-546-1949 x840
rec-13146-id,Alexandra Grant,834 775 306,3793,Estrada Skyway,Ramseyfurt,Quebec,43533,1996-03-12,576-811-2130
rec-13146-id-dup-0,Alexandra Grant,834 775 306,3793,Estrad a Skyway,Ramseyfurt,Quebec,43533,1996-03-12,576-811-2130
rec-13146-id-dup-1,Alexandra Grant,834 775 306,3793,Jennifer Key,Ramseyfurt,Quebec,43533,1996-03-12,576-811-2130
rec-13146-id-dup-2,Alexandra Grant,834 775 306,3793,Estrada Skyway,Ramseyfurt,Quebec,43533,1996-03-12,576-811-2130
rec-13147-id,Laura Clayton,886 037 126,18392,Sara Forest,Williamberg,Manitoba,23947,2018-03-05,928.447.7534
rec-13147-id-dup-0,Laura Clayton,886 037 126,18392,Sara Forest,Williamberg,Manitoba,23947,2018-03-05,928.447.7534
rec-13147-id-dup-1,Jason Steele,886 037 126,18392,Sara Forest,Williamberg,Manitoba,23947,2018-03-05,928.447.7534
rec-13148-id,Hannah Black,260 265 871,049,Robert Light,Haasville,British Columbia,25590,2015-04-06,+1 (582) 464-9579
rec-13148-id-dup-0,Black Hannah,260 265 871,049,Robert Light,Haasville,British Columbia,25590,2015-04-06,+1 (582) 464-9579
rec-13148-id-dup-1,Hannah Black,260 265 871,049,Light Robert,Haasville,British Columbia,25590,2015-04-06,+1 (582) 464-9579
rec-13148-id-dup-2,,260 265 871,049,Robert Light,Haasville,British Columbia,25590,2015-04-06,+1 (582) 464-9579
rec-13149-id,Lisa Smith PhD,753 302 512,01172,Maxwell Via,Scottland,Saskatchewan,42671,2011-10-26,(616) 060-8303 x944
rec-13149-id-dup-0,Denise Dean,753 302 512,01172,Maxwell Via,Scottland,Saskatchewan,42671,2011-10-26,(616) 060-8303 x944
rec-13149-id-dup-1,Smith Lisa PhD,753 302 512,01172,Maxwell Via,Scottland,Saskatchewan,42671,2011-10-26,(616) 060-8303 x944
rec-13149-id-dup-2,Lisa Smith PhD,753 302 512,01172,Maxwell Via,Scottland,Saskatchewan,42671,2011-10-26,(616) 060-8303 x944
rec-13149-id-dup-3,Lisa Smith PhD,753 302 512,01172,Via Maxwell,Scottland,Saskatchewan,42671,2011-10-26,(616) 060-8303 x944
rec-13150-id,Cassandra Terry,441 733 011,51431,Barton Hollow,Andrewbury,Northwest Territories,76050,2005-02-02,1 (455) 334-5885
rec-13150-id-dup-0,Cassandra Terry,441 733 011,51431,Barton H ollow,Andrewbury,Northwest Territories,76050,2005-02-02,1 (455) 334-5885
rec-13150-id-dup-1,Cassandra Terry,441 733 011,51431,Barton Hollow,Andrewbury,Northwest Territories,76050,2005-02-02,1 (455) 334-5885
rec-13150-id-dup-2,Cassandra Terry,441 733 011,51431,Barton Ho llow,Andrewbury,Northwest Territories,76050,2005-02-02,1 (455) 334-5885
rec-13150-id-dup-3,Cassandra Terry,441 733 011,51431,Barton H ollow,Andrewbury,Northwest Territories,76050,2005-02-02,1 (455) 334-5885
rec-13151-id,Anthony Reynolds,685 504 268,6878,Gardner Cape,Lake Annette,Quebec,47632,2009-12-25,1-368-798-5126
rec-13151-id-dup-0,Anthony Reynolds,685 504 268,6878,Cape Gardner,Lake Annette,Quebec,47632,2009-12-25,1-368-798-5126
rec-13151-id-dup-1,Anthony Reynolds,685 504 268,6878,Gardne r Cape,Lake Annette,Quebec,47632,2009-12-25,1-368-798-5126
rec-13152-id,Parker Wright,038 826 558,345,Justin Brook,South Meaganland,Yukon Territory,95599,1993-03-21,(761) 090-7398 x838
rec-13152-id-dup-0,Parker Wright,038 826 558,345,,South Meaganland,Yukon Territory,95599,1993-03-21,(761) 090-7398 x838
rec-13152-id-dup-1,Parker Wright,038 826 558,345,Justin Brook,South Meaganland,Yukon Territory,95599,1993-03-21,(761) 090-7398 x838
rec-13152-id-dup-2,Parker Wright,038 826 558,345,Brook Justin,South Meaganland,Yukon Territory,95599,1993-03-21,(761) 090-7398 x838
rec-13153-id,Susan Torres,430 738 856,42018,Shane Prairie,Bonnieland,Ontario,00963,2004-07-02,1-339-144-0503
