record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-17124-id-dup-2,Corey Sheppard,511 432 700,01442,Ian Forges,Tinabury,Quebec,34920,1979-05-15,381-165-1881
rec-17124-id-dup-3,Corey She ppard,511 432 700,01442,David Light,Tinabury,Quebec,34920,1979-05-15,381-165-1881
rec-17124-id-dup-4,Corey Sheppard,511 432 700,01442,Light David,Tinabury,Quebec,34920,1979-05-15,381-165-1881
rec-17125-id,William Howard,647 540 376,320,Larson Islands,Marquezburgh,British Columbia,42273,1994-03-12,670 623 4385
rec-17125-id-dup-0,William Howard,647 540 376,320,Larson I slands,Marquezburgh,British Columbia,42273,1994-03-12,670 623 4385
rec-17125-id-dup-1,William Howard,647 540 376,320,Islands Larson,Marquezburgh,British Columbia,42273,1994-03-12,670 623 4385
rec-17125-id-dup-2,William Howard,647 540 376,320,Islands Larson,Marquezburgh,British Columbia,42273,1994-03-12,670 623 4385
rec-17125-id-dup-3,William Howard,647 540 376,320,Larson Islands,Marquezburgh,British Columbia,42273,1994-03-12,670 623 4385
rec-17126-id,Daniel Delgado,045 233 756,7932,Wells Fords,North Annchester,Newfoundland and Labrador,71694,1976-12-25,(431) 331-9601 x434
rec-17126-id-dup-0,Daniel Delgado,045 233 756,7932,Fords Wells,North Annchester,Newfoundland and Labrador,71694,1976-12-25,(431) 331-9601 x434
rec-17126-id-dup-1,Daniel Delgado,045 233 756,7932,Brown Rue,North Annchester,Newfoundland and Labrador,71694,1976-12-25,(431) 331-9601 x434
rec-17126-id-dup-2,Daniel Delgado,045 233 756,7932,Autumn Pike,North Annchester,Newfoundland and Labrador,71694,1976-12-25,(431) 331-9601 x434
rec-17126-id-dup-3,Daniel Delgado,045 233 756,7932,Wells F ords,North Annchester,Newfoundland and Labrador,71694,1976-12-25,(431) 331-9601 x434
rec-17126-id-dup-4,Daniel Delgado,045 233 756,7932,Wells Fords,North Annchester,Newfoundland and Labrador,71694,1976-12-25,(431) 331-9601 x434
rec-17127-id,Heather Mcconnell,104 467 766,5501,Pamela Glen,Gayborough,Northwest Territories,46149,2005-05-05,(759) 097-8866 x155
rec-17127-id-dup-0,Heather Mcconnell,104 467 766,5501,Glen Pamela,Gayborough,Northwest Territories,46149,2005-05-05,(759) 097-8866 x155
rec-17127-id-dup-1,Heather Mcconnell,104 467 766,5501,,Gayborough,Northwest Territories,46149,2005-05-05,(759) 097-8866 x155
rec-17127-id-dup-2,Heather cMconnell,104 467 766,5501,Pamela Glen,Gayborough,Northwest Territories,46149,2005-05-05,(759) 097-8866 x155
rec-17128-id,Amber Brown,170 843 247,38252,Crystal Knoll,North Anthony,Saskatchewan,23940,2007-04-07,770-053-7482
rec-17128-id-dup-0,Amber Brown,170 843 247,38252,Crystal K noll,North Anthony,Saskatchewan,23940,2007-04-07,770-053-7482
rec-17128-id-dup-1,Amber Brown,170 843 247,38252,Crystal Knoll,North Anthony,Saskatchewan,23940,2007-04-07,770-053-7482
rec-17128-id-dup-2,Amber B rown,170 843 247,38252,Crystal Knoll,North Anthony,Saskatchewan,23940,2007-04-07,770-053-7482
rec-17128-id-dup-3,Amber Brown,170 843 247,38252,Jackson Court,North Anthony,Saskatchewan,23940,2007-04-07,770-053-7482
rec-17129-id,Joseph Brown,472 304 187,7176,Brown Hill,New John,Ontario,10920,2001-02-01,1 (412) 080-7137
rec-17129-id-dup-0,Joseph Brown,472 304 187,7176,Brown H ill,New John,Ontario,10920,2001-02-01,1 (412) 080-7137
rec-17129-id-dup-1,Joseph Brown,472 304 187,7176,Adams Ford,New John,Ontario,10920,2001-02-01,1 (412) 080-7137
rec-17129-id-dup-2,Joseph Brown,472 304 187,7176,Brown iHll,New John,Ontario,10920,2001-02-01,1 (412) 080-7137
rec-17129-id-dup-3,Elizabeth Riley,472 304 187,7176,Brown Hill,New John,Ontario,10920,2001-02-01,1 (412) 080-7137
rec-17129-id-dup-4,Joseph Brown,472 304 187,7176,Hill Brown,New John,Ontario,10920,2001-02-01,1 (412) 080-7137
rec-17130-id,Norma Taylor,825 135 080,135,Perez Wells,Port Michael,New Brunswick,60726,1981-03-13,1 (463) 942-8327
rec-17130-id-dup-0,Norma Taylor,825 135 080,135,Perez Wells,Port Michael,New Brunswick,60726,1981-03-13,1 (463) 942-8327
rec-17130-id-dup-1,Norma Taylor,825 135 080,135,Johnson Plains,Port Michael,New Brunswick,60726,1981-03-13,1 (463) 942-8327
rec-17130-id-dup-2,Norma Taylor,825 135 080,135,Pere z Wells,Port Michael,New Brunswick,60726,1981-03-13,1 (463) 942-8327
rec-17131-id,Samuel Lucas,106 647 712,987,Julia Ways,Madelineville,Northwest Territories,76707,1982-04-17,(880) 043-0244 x445
rec-17131-id-dup-0,Samuel Lucas,106 647 712,987,Christina Shore,Madelineville,Northwest Territories,76707,1982-04-17,(880) 043-0244 x445
rec-17131-id-dup-1,Samuel Lucas,106 647 712,987,Price Turnpike,Madelineville,Northwest Territories,76707,1982-04-17,(880) 043-0244 x445
rec-17131-id-dup-2,Samuel Lucas,106 647 712,987,Michelle Shore,Madelineville,Northwest Territories,76707,1982-04-17,(880) 043-0244 x445
rec-17131-id-dup-3,Samuel Lucas,106 647 712,987,Julia Ways,Madelineville,Northwest Territories,76707,1982-04-17,(880) 043-0244 x445
rec-17132-id,Brian Holmes,607 412 319,532,Robinson Glens,Kingshire,Nova Scotia,13702,1983-10-19,245.125.4585
rec-17132-id-dup-0,Brian Holmes,607 412 319,532,Robinson Glens,Kingshire,Nova Scotia,13702,1983-10-19,245.125.4585
rec-17132-id-dup-1,Brian Holmes,607 412 319,532,Glens Robinson,Kingshire,Nova Scotia,13702,1983-10-19,245.125.4585
