record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-29148-id-dup-2,Jason Turner,327 387 254,4000,Douglas Land,Leachhaven,Alberta,90950,1989-04-02,1 (846) 224-4242
rec-29148-id-dup-3,Jason Turner,327 387 254,4000,,Leachhaven,Alberta,90950,1989-04-02,1 (846) 224-4242
rec-29149-id,Michelle Olson,338 045 719,0319,Kevin Land,West Thomashaven,Newfoundland and Labrador,79538,2015-08-31,+1 (806) 818-7982
rec-29149-id-dup-0,Michelle Olson,338 045 719,0319,Land Kevin,West Thomashaven,Newfoundland and Labrador,79538,2015-08-31,+1 (806) 818-7982
rec-29149-id-dup-1,Michelle Olson,338 045 719,0319,Michael Way,West Thomashaven,Newfoundland and Labrador,79538,2015-08-31,+1 (806) 818-7982
rec-29149-id-dup-2,Michelle Olson,338 045 719,0319,,West Thomashaven,Newfoundland and Labrador,79538,2015-08-31,+1 (806) 818-7982
rec-29149-id-dup-3,Michelle Olson,338 045 719,0319,Kevin Land,West Thomashaven,Newfoundland and Labrador,79538,2015-08-31,+1 (806) 818-7982
rec-29150-id,Patrick Avila,458 820 677,1118,Hurst Meadows,Port Shawnside,Manitoba,52010,2008-08-31,845-116-3282
rec-29150-id-dup-0,Patrick Avila,458 820 677,1118,Hurst M eadows,Port Shawnside,Manitoba,52010,2008-08-31,845-116-3282
rec-29150-id-dup-1,Patrick Avila,458 820 677,1118,Reginald Union,Port Shawnside,Manitoba,52010,2008-08-31,845-116-3282
rec-29150-id-dup-2,Chase Davis,458 820 677,1118,Hurst Meadows,Port Shawnside,Manitoba,52010,2008-08-31,845-116-3282
rec-29150-id-dup-3,Patrick Avila,458 820 677,1118,Hurst M eadows,Port Shawnside,Manitoba,52010,2008-08-31,845-116-3282
rec-29150-id-dup-4,Patrick Avila,458 820 677,1118,Hurst Meadows,Port Shawnside,Manitoba,52010,2008-08-31,845-116-3282
rec-29151-id,John Yang,854 356 086,037,Vaughn Knoll,Christianberg,Prince Edward Island,65735,2003-05-08,516-816-8078
rec-29151-id-dup-0,John Yang,854 356 086,037,Vaughn Knoll,Christianberg,Prince Edward Island,65735,2003-05-08,516-816-8078
rec-29151-id-dup-1,John Yang,854 356 086,037,,Christianberg,Prince Edward Island,65735,2003-05-08,516-816-8078
rec-29151-id-dup-2,John Yang,854 356 086,037,Knoll Vaughn,Christianberg,Prince Edward Island,65735,2003-05-08,516-816-8078
rec-29151-id-dup-3,John Yang,854 356 086,037,Vaughn Knoll,Christianberg,Prince Edward Island,65735,2003-05-08,516-816-8078
rec-29152-id,Jesse Howell,118 358 308,482,Leonard Unions,Lake Norma,Ontario,61873,1972-02-25,498-575-2503
rec-29152-id-dup-0,Jesse Howell,118 358 308,482,Unions Leonard,Lake Norma,Ontario,61873,1972-02-25,498-575-2503
rec-29152-id-dup-1,Howell Jesse,118 358 308,482,Leonard Unions,Lake Norma,Ontario,61873,1972-02-25,498-575-2503
rec-29152-id-dup-2,Jesse Howell,118 358 308,482,Unions Leonard,Lake Norma,Ontario,61873,1972-02-25,498-575-2503
rec-29152-id-dup-3,Jesse Howell,118 358 308,482,Leonard Unions,Lake Norma,Ontario,61873,1972-02-25,498-575-2503
rec-29152-id-dup-4,Jesse Howell,118 358 308,482,,Lake Norma,Ontario,61873,1972-02-25,498-575-2503
rec-29153-id,Samantha Mcintyre,541 041 331,715,Cross Pass,Philipburgh,Yukon Territory,01514,2004-11-27,226 116 4211
rec-29153-id-dup-0,Samantha Mcintyre,541 041 331,715,Cross Pass,Philipburgh,Yukon Territory,01514,2004-11-27,226 116 4211
rec-29153-id-dup-1,Samantha Mcintyre,541 041 331,715,Cross Pass,Philipburgh,Yukon Territory,01514,2004-11-27,226 116 4211
rec-29153-id-dup-2,Samantha Mcintyre,541 041 331,715,Cross P ass,Philipburgh,Yukon Territory,01514,2004-11-27,226 116 4211
rec-29154-id,Eugene Ray,057 187 437,3445,Smith Fords,West Amber,New Brunswick,23935,2017-05-26,1 (454) 203-8682
rec-29154-id-dup-0,Eugene Ray,057 187 437,3445,Smith Fo rds,West Amber,New Brunswick,23935,2017-05-26,1 (454) 203-8682
rec-29154-id-dup-1,Eugene Ray,057 187 437,3445,Smith F ords,West Amber,New Brunswick,23935,2017-05-26,1 (454) 203-8682
rec-29154-id-dup-2,Eugene Ray,057 187 437,3445,Smith F ords,West Amber,New Brunswick,23935,2017-05-26,1 (454) 203-8682
rec-29154-id-dup-3,Eugene Ray,057 187 437,3445,Joseph Court,West Amber,New Brunswick,23935,2017-05-26,1 (454) 203-8682
rec-29155-id,Stacey Kennedy,250 734 688,20954,Jennifer Gateway,Higginsberg,Yukon Territory,93487,2017-12-17,+1 (560) 919-8229
rec-29155-id-dup-0,Stacey Kennedy,250 734 688,20954,,Higginsberg,Yukon Territory,93487,2017-12-17,+1 (560) 919-8229
rec-29155-id-dup-1,Stacey Kennedy,250 734 688,20954,Jennifer Gateway,Higginsberg,Yukon Territory,93487,2017-12-17,+1 (560) 919-8229
rec-29156-id,Michael Rivera,225 033 182,1120,Garcia Garden,South Natasha,Quebec,94572,2010-12-18,200.967.9997
rec-29156-id-dup-0,Michael Rivera,225 033 182,1120,Fernandez Vista,South Natasha,Quebec,94572,2010-12-18,200.967.9997
rec-29156-id-dup-1,Michael Rivera,225 033 182,1120,Thomas Crest,South Natasha,Quebec,94572,2010-12-18,200.967.9997
rec-29156-id-dup-2,Michael Rivera,225 033 182,1120,,South Natasha,Quebec,94572,2010-12-18,200.967.9997
rec-29157-id,Daniel Figueroa,250 477 437,779,Jordan Pines,Perezton,New Brunswick,64078,1992-09-29,+1 (598) 490-8529
rec-29157-id-dup-0,Daniel Figueroa,250 477 437,779,Brian Vista,Perezton,New Brunswick,64078,1992-09-29,+1 (598) 490-8529
rec-29157-id-dup-1,Daniel Figueroa,250 477 437,779,Jordan Pines,Perezton,New Brunswick,64078,1992-09-29,+1 (598) 490-8529
rec-29157-id-dup-2,Daniel Figueroa,250 477 437,779,,Perezton,New Brunswick,64078,1992-09-29,+1 (598) 490-8529
rec-29158-id,Bianca Barton,110 468 477,0461,Monroe Union,Port Christopherhaven,New Brunswick,52760,2004-08-30,+1 (535) 154-4471
rec-29158-id-dup-0,Bianca Barton,110 468 477,0461,Monroe Un ion,Port Christopherhaven,New Brunswick,52760,2004-08-30,+1 (535) 154-4471
rec-29158-id-dup-1,Bianca Barton,110 468 477,0461,David Summit,Port Christopherhaven,New Brunswick,52760,2004-08-30,+1 (535) 154-4471
rec-29158-id-dup-2,Bianca Barton,110 468 477,0461,Union Monroe,Port Christopherhaven,New Brunswick,52760,2004-08-30,+1 (535) 154-4471
rec-29158-id-dup-3,Bianca Barton,110 468 477,0461,Baker Island,Port Christopherhaven,New Brunswick,52760,2004-08-30,+1 (535) 154-4471
rec-29159-id,Katelyn Bailey,760 425 520,2747,Simmons Plain,Lake Brianview,Alberta,89253,2005-03-25,481-564-0369 x126
rec-29159-id-dup-0,Katelyn Bailey,760 425 520,2747,Simmons P lain,Lake Brianview,Alberta,89253,2005-03-25,481-564-0369 x126
rec-29159-id-dup-1,Bailey Katelyn,760 425 520,2747,Simmons Plain,Lake Brianview,Alberta,89253,2005-03-25,481-564-0369 x126
rec-29160-id,Mike Baker,083 554 220,143,Lee Ports,Zamorafort,Saskatchewan,57704,1977-12-03,159-858-1959 x698
rec-29160-id-dup-0,Mike Baker,083 554 220,143,Ports Lee,Zamorafort,Saskatchewan,57704,1977-12-03,159-858-1959 x698
rec-29160-id-dup-1,Mike Baker,083 554 220,143,Ricky Hill,Zamorafort,Saskatchewan,57704,1977-12-03,159-858-1959 x698
rec-29160-id-dup-2,Jeremy Carrillo,083 554 220,143,Lee Ports,Zamorafort,Saskatchewan,57704,1977-12-03,159-858-1959 x698
rec-29160-id-dup-3,Mike Baker,083 554 220,143,Lee Ports,Zamorafort,Saskatchewan,57704,1977-12-03,159-858-1959 x698
rec-29161-id,Christopher Navarro,520 885 617,45139,Nicholas Mill,North Andrew,New Brunswick,81691,1975-10-23,1 (286) 036-4360
rec-29161-id-dup-0,Christopher Navarro,520 885 617,45139,Nichola sMill,North Andrew,New Brunswick,81691,1975-10-23,1 (286) 036-4360
rec-29161-id-dup-1,Christopher Navarro,520 885 617,45139,Garcia Field,North Andrew,New Brunswick,81691,1975-10-23,1 (286) 036-4360
rec-29161-id-dup-2,Christopher Navarro,520 885 617,45139,Nichol as Mill,North Andrew,New Brunswick,81691,1975-10-23,1 (286) 036-4360
rec-29161-id-dup-3,Christopher Navarro,520 885 617,45139,Mill Nicholas,North Andrew,New Brunswick,81691,1975-10-23,1 (286) 036-4360
rec-29161-id-dup-4,Christopher Navarro,520 885 617,45139,Nichol as Mill,North Andrew,New Brunswick,81691,1975-10-23,1 (286) 036-4360
rec-29162-id,Mario Allen,311 258 032,79476,Denise Curve,West Caitlin,Yukon Territory,73283,1980-01-13,611.446.5588
rec-29162-id-dup-0,Benjamin Jones,311 258 032,79476,Denise Curve,West Caitlin,Yukon Territory,73283,1980-01-13,611.446.5588
rec-29162-id-dup-1,Mario Allen,311 258 032,79476,Denise uCrve,West Caitlin,Yukon Territory,73283,1980-01-13,611.446.5588
rec-29162-id-dup-2,Mario Allen,311 258 032,79476,Denise C urve,West Caitlin,Yukon Territory,73283,1980-01-13,611.446.5588
rec-29162-id-dup-3,Mario Allen,311 258 032,79476,Denise C urve,West Caitlin,Yukon Territory,73283,1980-01-13,611.446.5588
rec-29163-id,Keith Vance,604 187 187,0557,Reese Stravenue,Fernandezborough,Quebec,27955,1995-08-17,693 928 8344
rec-29163-id-dup-0,Keith Vance,604 187 187,0557,Reese Stra venue,Fernandezborough,Quebec,27955,1995-08-17,693 928 8344
rec-29163-id-dup-1,Keith Vance,604 187 187,0557,Reese Stravenue,Fernandezborough,Quebec,27955,1995-08-17,693 928 8344
rec-29163-id-dup-2,Ryan Hayes,604 187 187,0557,Reese Stravenue,Fernandezborough,Quebec,27955,1995-08-17,693 928 8344
rec-29163-id-dup-3,Keith Vance,604 187 187,0557,Stravenue Reese,Fernandezborough,Quebec,27955,1995-08-17,693 928 8344
rec-29163-id-dup-4,Keith Vance,604 187 187,0557,Reese Stra venue,Fernandezborough,Quebec,27955,1995-08-17,693 928 8344
rec-29164-id,Margaret Wolf,873 225 601,974,Strickland Highway,Courtneyborough,Quebec,76585,1995-02-08,175 996 3805
rec-29164-id-dup-0,Margaret Wolf,873 225 601,974,Strickland H ighway,Courtneyborough,Quebec,76585,1995-02-08,175 996 3805
rec-29164-id-dup-1,Margaret Wolf,873 225 601,974,Strickland Highway,Courtneyborough,Quebec,76585,1995-02-08,175 996 3805
rec-29164-id-dup-2,Margaret Wolf,873 225 601,974,Strickland H ighway,Courtneyborough,Quebec,76585,1995-02-08,175 996 3805
rec-29164-id-dup-3,Margaret Wolf,873 225 601,974,,Courtneyborough,Quebec,76585,1995-02-08,175 996 3805
rec-29164-id-dup-4,Margaret Wolf,873 225 601,974,Highway Strickland,Courtneyborough,Quebec,76585,1995-02-08,175 996 3805
rec-29165-id,Bridget Trevino,743 160 129,7176,Haynes Vista,Aguilarstad,Northwest Territories,57263,1970-07-13,334.880.4488
rec-29165-id-dup-0,Bridget Trevino,743 160 129,7176,Greer Meadows,Aguilarstad,Northwest Territories,57263,1970-07-13,334.880.4488
rec-29165-id-dup-1,Bridget Trevino,743 160 129,7176,Hayne s Vista,Aguilarstad,Northwest Territories,57263,1970-07-13,334.880.4488
rec-29165-id-dup-2,Bridget Tr evino,743 160 129,7176,Haynes Vista,Aguilarstad,Northwest Territories,57263,1970-07-13,334.880.4488
rec-29165-id-dup-3,Bridget Trevino,743 160 129,7176,Christopher Junction,Aguilarstad,Northwest Territories,57263,1970-07-13,334.880.4488
rec-29165-id-dup-4,Bridget Trevino,743 160 129,7176,Vista Haynes,Aguilarstad,Northwest Territories,57263,1970-07-13,334.880.4488
rec-29166-id,Chase Lyons,541 843 314,5359,Oconnor Ports,East Matthewville,New Brunswick,02362,1984-09-10,1 (315) 222-3381
rec-29166-id-dup-0,Chase Lyons,541 843 314,5359,Oconnor P orts,East Matthewville,New Brunswick,02362,1984-09-10,1 (315) 222-3381
rec-29166-id-dup-1,Chase Lyons,541 843 314,5359,Oconnor Ports,East Matthewville,New Brunswick,02362,1984-09-10,1 (315) 222-3381
rec-29167-id,Tyler Owens,678 645 706,587,Christopher Skyway,North Calvinshire,New Brunswick,83865,2002-05-24,+1 (549) 637-8681
rec-29167-id-dup-0,Tyler Owens,678 645 706,587,Christopher Skyway,North Calvinshire,New Brunswick,83865,2002-05-24,+1 (549) 637-8681
rec-29167-id-dup-1,Tyler Owens,678 645 706,587,Christopher Skyway,North Calvinshire,New Brunswick,83865,2002-05-24,+1 (549) 637-8681
rec-29167-id-dup-2,Tyler Owens,678 645 706,587,,North Calvinshire,New Brunswick,83865,2002-05-24,+1 (549) 637-8681
rec-29168-id,Tracy Warren,688 056 225,23283,Huerta Inlet,Martinland,Ontario,80743,2004-02-23,1-751-106-6140
rec-29168-id-dup-0,Tracy Warren,688 056 225,23283,Huerta Inlet,Martinland,Ontario,80743,2004-02-23,1-751-106-6140
rec-29168-id-dup-1,Tracy Wa rren,688 056 225,23283,Huerta Inlet,Martinland,Ontario,80743,2004-02-23,1-751-106-6140
rec-29168-id-dup-2,Tracy W arren,688 056 225,23283,Huerta Inlet,Martinland,Ontario,80743,2004-02-23,1-751-106-6140
rec-29168-id-dup-3,Tracy Warren,688 056 225,23283,Lori Expressway,Martinland,Ontario,80743,2004-02-23,1-751-106-6140
rec-29168-id-dup-4,Tracy Warren,688 056 225,23283,Huerta Inlet,Martinland,Ontario,80743,2004-02-23,1-751-106-6140
rec-29169-id,Steve Nelson,208 358 358,276,Jesus Locks,Michellebury,Alberta,69103,1996-09-08,1-581-820-0243
rec-29169-id-dup-0,Steve Nelson,208 358 358,276,,Michellebury,Alberta,69103,1996-09-08,1-581-820-0243
rec-29169-id-dup-1,Steve Nelson,208 358 358,276,Victor Locks,Michellebury,Alberta,69103,1996-09-08,1-581-820-0243
rec-29169-id-dup-2,Steve Nelson,208 358 358,276,Jesus Lo cks,Michellebury,Alberta,69103,1996-09-08,1-581-820-0243
rec-29169-id-dup-3,Steve Nelson,208 358 358,276,,Michellebury,Alberta,69103,1996-09-08,1-581-820-0243
rec-29170-id,John Lee MD,160 341 582,930,Melissa River,West Matthew,New Brunswick,96801,2006-06-30,1-185-040-3885
rec-29170-id-dup-0,John Lee MD,160 341 582,930,Melissa R iver,West Matthew,New Brunswick,96801,2006-06-30,1-185-040-3885
