record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-37171-id-dup-2,Anthony Lane,882 617 020,315,Mullins Hills,Scottport,Manitoba,90563,1979-08-11,(668) 329-9619 x265
rec-37171-id-dup-3,Anthony Lane,882 617 020,315,Mullin s Hills,Scottport,Manitoba,90563,1979-08-11,(668) 329-9619 x265
rec-37172-id,Thomas West,342 817 400,344,Christopher Court,Port Vanessa,New Brunswick,03195,1971-12-31,1 (629) 249-0924
rec-37172-id-dup-0,Thomas West,342 817 400,344,Christopher Court,Port Vanessa,New Brunswick,03195,1971-12-31,1 (629) 249-0924
rec-37172-id-dup-1,Thomas West,342 817 400,344,Christopher Court,Port Vanessa,New Brunswick,03195,1971-12-31,1 (629) 249-0924
rec-37172-id-dup-2,Thomas West,342 817 400,344,Christopher Court,Port Vanessa,New Brunswick,03195,1971-12-31,1 (629) 249-0924
rec-37173-id,Rebecca Simpson,276 645 082,24942,Smith Drive,Jamieborough,Saskatchewan,30706,1970-09-25,(480) 041-1776
rec-37173-id-dup-0,Rebecca Simpson,276 645 082,24942,Smith Drive,Jamieborough,Saskatchewan,30706,1970-09-25,(480) 041-1776
rec-37173-id-dup-1,David Parrish,276 645 082,24942,Smith Drive,Jamieborough,Saskatchewan,30706,1970-09-25,(480) 041-1776
rec-37173-id-dup-2,Rebecca Simpson,276 645 082,24942,Drive Smith,Jamieborough,Saskatchewan,30706,1970-09-25,(480) 041-1776
rec-37173-id-dup-3,Rebecca Simpson,276 645 082,24942,Smith D rive,Jamieborough,Saskatchewan,30706,1970-09-25,(480) 041-1776
rec-37174-id,Carol Robertson,805 311 487,371,Corey Causeway,South Kimberlyland,Saskatchewan,02156,2013-07-17,805-142-4096
rec-37174-id-dup-0,Carol Robertson,805 311 487,371,,South Kimberlyland,Saskatchewan,02156,2013-07-17,805-142-4096
rec-37174-id-dup-1,Carol Robertson,805 311 487,371,Causeway Corey,South Kimberlyland,Saskatchewan,02156,2013-07-17,805-142-4096
rec-37174-id-dup-2,Carol Robertson,805 311 487,371,Corey Cau seway,South Kimberlyland,Saskatchewan,02156,2013-07-17,805-142-4096
rec-37174-id-dup-3,Carol Robertson,805 311 487,371,Ian Brook,South Kimberlyland,Saskatchewan,02156,2013-07-17,805-142-4096
