record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-43206-id-dup-1,Valerie Johnson,665 422 051,1326,,West Christina,Northwest Territories,56529,1991-10-31,(552) 982-8054 x824
rec-43206-id-dup-2,Valerie Johnson,665 422 051,1326,Carol oMuntain,West Christina,Northwest Territories,56529,1991-10-31,(552) 982-8054 x824
rec-43206-id-dup-3,Valerie Johnson,665 422 051,1326,Carol M ountain,West Christina,Northwest Territories,56529,1991-10-31,(552) 982-8054 x824
rec-43207-id,Ann Fernandez,825 370 117,625,Tanner Garden,East Jessicaburgh,Yukon Territory,53017,2007-05-22,579-360-2387 x318
rec-43207-id-dup-0,Ann Fernandez,825 370 117,625,Smith Prairie,East Jessicaburgh,Yukon Territory,53017,2007-05-22,579-360-2387 x318
rec-43207-id-dup-1,Ann Fernandez,825 370 117,625,Tanner Ga rden,East Jessicaburgh,Yukon Territory,53017,2007-05-22,579-360-2387 x318
rec-43207-id-dup-2,Ann Fernandez,825 370 117,625,Tanner Garden,East Jessicaburgh,Yukon Territory,53017,2007-05-22,579-360-2387 x318
rec-43208-id,Jessica Vance,017 416 439,455,Powers Flat,New John,Manitoba,76957,2016-01-28,980 351 3117
rec-43208-id-dup-0,Jessica Vance,017 416 439,455,Flat Powers,New John,Manitoba,76957,2016-01-28,980 351 3117
rec-43208-id-dup-1,Jessica Vance,017 416 439,455,Powers Flat,New John,Manitoba,76957,2016-01-28,980 351 3117
rec-43208-id-dup-2,Jessica Vance,017 416 439,455,Powers lFat,New John,Manitoba,76957,2016-01-28,980 351 3117
rec-43208-id-dup-3,Jessica Vance,017 416 439,455,Powers F lat,New John,Manitoba,76957,2016-01-28,980 351 3117
rec-43208-id-dup-4,Jessica Vance,017 416 439,455,Jimenez Rapid,New John,Manitoba,76957,2016-01-28,980 351 3117
rec-43209-id,Aaron Davis,178 073 326,73576,Lewis Glen,New Rodneyfort,Prince Edward Island,44557,1973-11-23,313.059.0820
rec-43209-id-dup-0,Aaron Davis,178 073 326,73576,Lewi s Glen,New Rodneyfort,Prince Edward Island,44557,1973-11-23,313.059.0820
rec-43209-id-dup-1,Aaron Davis,178 073 326,73576,Lewis lGen,New Rodneyfort,Prince Edward Island,44557,1973-11-23,313.059.0820
rec-43209-id-dup-2,Aaron Davis,178 073 326,73576,Lewis Glen,New Rodneyfort,Prince Edward Island,44557,1973-11-23,313.059.0820
rec-43209-id-dup-3,Aaron Davis,178 073 326,73576,Torres Fort,New Rodneyfort,Prince Edward Island,44557,1973-11-23,313.059.0820
rec-43210-id,Douglas Nelson,173 388 018,20693,Roy Falls,East Charlotte,Ontario,35169,1999-07-26,615 533 3118
rec-43210-id-dup-0,Douglas Nelson,173 388 018,20693,Roy Fdalls,East Charlotte,Ontario,35169,1999-07-26,615 533 3118
rec-43210-id-dup-1,Douglas Nelson,173 388 018,20693,Roy Falls,East Charlotte,Ontario,35169,1999-07-26,615 533 3118
rec-43210-id-dup-2,Douglas Nelson,173 388 018,20693,Roy Falls,East Charlotte,Ontario,35169,1999-07-26,615 533 3118
rec-43210-id-dup-3,Douglas Nelson,173 388 018,20693,Roy F alls,East Charlotte,Ontario,35169,1999-07-26,615 533 3118
rec-43211-id,Adam Nelson,371 072 612,768,Denise Burgs,Humphreyside,New Brunswick,47994,1973-06-09,115-073-2518 x478
rec-43211-id-dup-0,Adam Nelson,371 072 612,768,,Humphreyside,New Brunswick,47994,1973-06-09,115-073-2518 x478
rec-43211-id-dup-1,Adam Nelson,371 072 612,768,Denise kBurgs,Humphreyside,New Brunswick,47994,1973-06-09,115-073-2518 x478
rec-43212-id,Crystal Mcclain,532 682 051,078,Wendy Mall,Lake Mark,Yukon Territory,05588,1987-12-28,+1 (993) 621-3493
rec-43212-id-dup-0,Crystal M cclain,532 682 051,078,Wendy Mall,Lake Mark,Yukon Territory,05588,1987-12-28,+1 (993) 621-3493
rec-43212-id-dup-1,Crystal Mcclain,532 682 051,078,Smith Stream,Lake Mark,Yukon Territory,05588,1987-12-28,+1 (993) 621-3493
rec-43212-id-dup-2,Crystal Mcclain,532 682 051,078,Wendy M all,Lake Mark,Yukon Territory,05588,1987-12-28,+1 (993) 621-3493
rec-43212-id-dup-3,Crystal Mcclain,532 682 051,078,Mall Wendy,Lake Mark,Yukon Territory,05588,1987-12-28,+1 (993) 621-3493
rec-43213-id,Tanya Hernandez,516 834 025,142,Carter Mountains,Andersonmouth,Saskatchewan,66225,2009-10-15,1 (145) 460-0642
rec-43213-id-dup-0,Tanya Hernandez,516 834 025,142,Carter Mountains,Andersonmouth,Saskatchewan,66225,2009-10-15,1 (145) 460-0642
rec-43213-id-dup-1,Tanya Hernandez,516 834 025,142,Carter Mou ntains,Andersonmouth,Saskatchewan,66225,2009-10-15,1 (145) 460-0642
rec-43213-id-dup-2,Tanya Hernandez,516 834 025,142,,Andersonmouth,Saskatchewan,66225,2009-10-15,1 (145) 460-0642
rec-43213-id-dup-3,Tanya Hernandez,516 834 025,142,,Andersonmouth,Saskatchewan,66225,2009-10-15,1 (145) 460-0642
rec-43214-id,Maria Jenkins,821 301 769,139,Porter Point,West Lisaberg,Ontario,30343,1995-07-18,(559) 117-5774
rec-43214-id-dup-0,Maria Jenkins,821 301 769,139,Porter oPint,West Lisaberg,Ontario,30343,1995-07-18,(559) 117-5774
rec-43214-id-dup-1,Maria Jenkins,821 301 769,139,Porter Point,West Lisaberg,Ontario,30343,1995-07-18,(559) 117-5774
