record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-25131-id-dup-1,Mallory Miller,135 448 306,696,,South Rebeccachester,Northwest Territories,85082,2007-07-08,1 (603) 994-6088
rec-25131-id-dup-2,Mallory Miller,135 448 306,696,,South Rebeccachester,Northwest Territories,85082,2007-07-08,1 (603) 994-6088
rec-25132-id,Joe Hunter,301 377 412,90334,Abigail Path,Jamesview,Ontario,88502,1987-01-29,(601) 127-4079
rec-25132-id-dup-0,Joe Hunter,301 377 412,90334,,Jamesview,Ontario,88502,1987-01-29,(601) 127-4079
rec-25132-id-dup-1,Joe Hunter,301 377 412,90334,Abigail Path,Jamesview,Ontario,88502,1987-01-29,(601) 127-4079
rec-25132-id-dup-2,Joe Hunter,301 377 412,90334,Abiga il Path,Jamesview,Ontario,88502,1987-01-29,(601) 127-4079
rec-25132-id-dup-3,Joe Hunter,301 377 412,90334,Path Abigail,Jamesview,Ontario,88502,1987-01-29,(601) 127-4079
rec-25132-id-dup-4,Joe Hunter,301 377 412,90334,Abigai l Path,Jamesview,Ontario,88502,1987-01-29,(601) 127-4079
rec-25133-id,Richard Adkins,278 238 654,881,Eric Manor,South Brian,Nova Scotia,76307,2016-09-26,355.934.8725
rec-25133-id-dup-0,Richard Adkins,278 238 654,881,Eric Manor,South Brian,Nova Scotia,76307,2016-09-26,355.934.8725
rec-25133-id-dup-1,Richard Adkins,278 238 654,881,,South Brian,Nova Scotia,76307,2016-09-26,355.934.8725
rec-25133-id-dup-2,Richard Adkins,278 238 654,881,Alicia Trace,South Brian,Nova Scotia,76307,2016-09-26,355.934.8725
rec-25133-id-dup-3,Richard Adkins,278 238 654,881,Eric Manor,South Brian,Nova Scotia,76307,2016-09-26,355.934.8725
rec-25134-id,Joseph Cole,023 788 136,040,Bautista Dam,South Michaelaport,British Columbia,49384,1986-03-22,1-688-234-8806
rec-25134-id-dup-0,Joseph Cole,023 788 136,040,Bautist a Dam,South Michaelaport,British Columbia,49384,1986-03-22,1-688-234-8806
rec-25134-id-dup-1,Joseph Cole,023 788 136,040,Green River,South Michaelaport,British Columbia,49384,1986-03-22,1-688-234-8806
rec-25135-id,Kristen Dudley,815 675 020,932,Riggs Estates,North Johnstad,Prince Edward Island,01281,1984-06-19,999-662-7229 x246
rec-25135-id-dup-0,Kristen Dudley,815 675 020,932,Charles Crossroad,North Johnstad,Prince Edward Island,01281,1984-06-19,999-662-7229 x246
rec-25135-id-dup-1,Kristen Dudley,815 675 020,932,Riggs Estates,North Johnstad,Prince Edward Island,01281,1984-06-19,999-662-7229 x246
