record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-51188-id,Rachel Murphy,650 887 326,06606,Jeremy Mountains,East James,Newfoundland and Labrador,05360,2013-05-05,447-684-4817 x840
rec-51188-id-dup-0,Rachel Murphy,650 887 326,06606,Jeremy Mountains,East James,Newfoundland and Labrador,05360,2013-05-05,447-684-4817 x840
rec-51188-id-dup-1,Rachel Murphy,650 887 326,06606,Jeremy Mo untains,East James,Newfoundland and Labrador,05360,2013-05-05,447-684-4817 x840
rec-51188-id-dup-2,Rachel Murphy,650 887 326,06606,Jones Haven,East James,Newfoundland and Labrador,05360,2013-05-05,447-684-4817 x840
rec-51189-id,Timothy Durham,705 466 258,796,Kevin Forges,Josestad,Prince Edward Island,65501,1975-02-03,1-519-337-6102
rec-51189-id-dup-0,Timothy Durham,705 466 258,796,,Josestad,Prince Edward Island,65501,1975-02-03,1-519-337-6102
rec-51189-id-dup-1,Timothy Durham,705 466 258,796,Martinez Crossing,Josestad,Prince Edward Island,65501,1975-02-03,1-519-337-6102
rec-51189-id-dup-2,Timothy Durham,705 466 258,796,Kevin For ges,Josestad,Prince Edward Island,65501,1975-02-03,1-519-337-6102
rec-51189-id-dup-3,Timothy Durham,705 466 258,796,Forges Kevin,Josestad,Prince Edward Island,65501,1975-02-03,1-519-337-6102
rec-51190-id,Daniel Ross,345 811 400,27290,Bailey Alley,Port Amandaport,Ontario,52184,1986-08-19,+1 (468) 036-0912
rec-51190-id-dup-0,Daniel Ross,345 811 400,27290,Alley Bailey,Port Amandaport,Ontario,52184,1986-08-19,+1 (468) 036-0912
rec-51190-id-dup-1,Daniel Ross,345 811 400,27290,Bailey Alley,Port Amandaport,Ontario,52184,1986-08-19,+1 (468) 036-0912
rec-51190-id-dup-2,Daniel Ross,345 811 400,27290,Becky Cove,Port Amandaport,Ontario,52184,1986-08-19,+1 (468) 036-0912
rec-51190-id-dup-3,Daniel Ross,345 811 400,27290,Bailey Alley,Port Amandaport,Ontario,52184,1986-08-19,+1 (468) 036-0912
rec-51190-id-dup-4,Daniel Ross,345 811 400,27290,Bailey Al ley,Port Amandaport,Ontario,52184,1986-08-19,+1 (468) 036-0912
rec-51191-id,Stephanie Lynn,642 647 184,05402,Bradley Glen,Ashleyburgh,Manitoba,63551,2014-01-02,+1 (755) 898-8277
rec-51191-id-dup-0,Stephanie Lynn,642 647 184,05402,Bradley 9Glen,Ashleyburgh,Manitoba,63551,2014-01-02,+1 (755) 898-8277
rec-51191-id-dup-1,Stephanie Lynn,642 647 184,05402,Bradley Glen,Ashleyburgh,Manitoba,63551,2014-01-02,+1 (755) 898-8277
rec-51191-id-dup-2,Stephanie Lynn,642 647 184,05402,Glen Bradley,Ashleyburgh,Manitoba,63551,2014-01-02,+1 (755) 898-8277
rec-51192-id,James Rodriguez,068 743 111,5481,Gerald Well,South Kirk,Newfoundland and Labrador,76464,1988-03-03,+1 (309) 011-5184
rec-51192-id-dup-0,James Rodriguez,068 743 111,5481,,South Kirk,Newfoundland and Labrador,76464,1988-03-03,+1 (309) 011-5184
rec-51192-id-dup-1,James Rodriguez,068 743 111,5481,Geral d Well,South Kirk,Newfoundland and Labrador,76464,1988-03-03,+1 (309) 011-5184
