record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-31150-id-dup-0,Michelle Johns,550 346 746,1509,David K noll,Calebmouth,Alberta,33906,1981-08-14,(543) 116-5821 x936
rec-31150-id-dup-1,Michelle Johns,550 346 746,1509,David K noll,Calebmouth,Alberta,33906,1981-08-14,(543) 116-5821 x936
rec-31151-id,Justin Robinson,378 318 026,320,Sanchez Station,Perkinsborough,Yukon Territory,49041,1997-03-07,738.711.4123
rec-31151-id-dup-0,Justin Robinson,378 318 026,320,Sanchez St ation,Perkinsborough,Yukon Territory,49041,1997-03-07,738.711.4123
rec-31151-id-dup-1,Justin Robinson,378 318 026,320,Sanchez S tation,Perkinsborough,Yukon Territory,49041,1997-03-07,738.711.4123
rec-31151-id-dup-2,Justin Robinson,378 318 026,320,Sancheze Station,Perkinsborough,Yukon Territory,49041,1997-03-07,738.711.4123
rec-31151-id-dup-3,Justin Robinson,378 318 026,320,Sanchez Station,Perkinsborough,Yukon Territory,49041,1997-03-07,738.711.4123
rec-31152-id,Christopher Ray,557 433 208,347,Joshua Trace,Lake Nathaniel,Manitoba,74077,1993-05-27,376-456-1239 x405
rec-31152-id-dup-0,Christopher Ray,557 433 208,347,Trace Joshua,Lake Nathaniel,Manitoba,74077,1993-05-27,376-456-1239 x405
rec-31152-id-dup-1,Christopher Ray,557 433 208,347,Joshua Trace,Lake Nathaniel,Manitoba,74077,1993-05-27,376-456-1239 x405
rec-31152-id-dup-2,Christopher Ray,557 433 208,347,Joshua Trace,Lake Nathaniel,Manitoba,74077,1993-05-27,376-456-1239 x405
rec-31152-id-dup-3,Christopher Ray,557 433 208,347,Joshua T race,Lake Nathaniel,Manitoba,74077,1993-05-27,376-456-1239 x405
rec-31153-id,Evan Anderson,067 724 625,7911,Michelle Hill,Yoderport,Newfoundland and Labrador,63577,2001-02-13,(239) 465-7508 x115
rec-31153-id-dup-0,Evan Anderson,067 724 625,7911,Michell e Hill,Yoderport,Newfoundland and Labrador,63577,2001-02-13,(239) 465-7508 x115
rec-31153-id-dup-1,Evan Anderson,067 724 625,7911,Michelle Hill,Yoderport,Newfoundland and Labrador,63577,2001-02-13,(239) 465-7508 x115
rec-31153-id-dup-2,Evan Anderson,067 724 625,7911,Michelle Hill,Yoderport,Newfoundland and Labrador,63577,2001-02-13,(239) 465-7508 x115
rec-31154-id,David Wilson,813 072 139,80796,Cynthia Lock,Branchshire,British Columbia,38136,1999-01-24,625-986-2349 x877
rec-31154-id-dup-0,David Wilson,813 072 139,80796,Lock Cynthia,Branchshire,British Columbia,38136,1999-01-24,625-986-2349 x877
rec-31154-id-dup-1,David Wilson,813 072 139,80796,Cynthia Lock,Branchshire,British Columbia,38136,1999-01-24,625-986-2349 x877
rec-31154-id-dup-2,David Wilson,813 072 139,80796,Cynthia Lock,Branchshire,British Columbia,38136,1999-01-24,625-986-2349 x877
rec-31154-id-dup-3,David Wilson,813 072 139,80796,Alexander Unions,Branchshire,British Columbia,38136,1999-01-24,625-986-2349 x877
rec-31154-id-dup-4,David Wilson,813 072 139,80796,Cynthia Lock,Branchshire,British Columbia,38136,1999-01-24,625-986-2349 x877
rec-31155-id,Rebecca Davis,055 188 320,0990,Alec Knolls,Calhounborough,Newfoundland and Labrador,46441,1983-03-10,(941) 946-7938
rec-31155-id-dup-0,Rebecca Davis,055 188 320,0990,,Calhounborough,Newfoundland and Labrador,46441,1983-03-10,(941) 946-7938
rec-31155-id-dup-1,Rebecca Davis,055 188 320,0990,Walker Cliff,Calhounborough,Newfoundland and Labrador,46441,1983-03-10,(941) 946-7938
rec-31155-id-dup-2,Rebecca Davis,055 188 320,0990,Knolls Alec,Calhounborough,Newfoundland and Labrador,46441,1983-03-10,(941) 946-7938
rec-31155-id-dup-3,Rebecca Davis,055 188 320,0990,,Calhounborough,Newfoundland and Labrador,46441,1983-03-10,(941) 946-7938
rec-31155-id-dup-4,Rebecca Davis,055 188 320,0990,Alec K nolls,Calhounborough,Newfoundland and Labrador,46441,1983-03-10,(941) 946-7938
rec-31156-id,John Lewis,503 428 625,1403,York Harbor,Lake Ashley,Nunavut,31233,1988-11-18,534-286-7211
rec-31156-id-dup-0,John Lewis,503 428 625,1403,Harbor York,Lake Ashley,Nunavut,31233,1988-11-18,534-286-7211
rec-31156-id-dup-1,John Lewis,503 428 625,1403,York Habror,Lake Ashley,Nunavut,31233,1988-11-18,534-286-7211
rec-31156-id-dup-2,John Lewis,503 428 625,1403,York H arbor,Lake Ashley,Nunavut,31233,1988-11-18,534-286-7211
rec-31156-id-dup-3,John Lewis,503 428 625,1403,James Cliffs,Lake Ashley,Nunavut,31233,1988-11-18,534-286-7211
rec-31157-id,James Bowman,057 334 419,8057,April Trail,Justinhaven,Northwest Territories,70855,1991-02-11,586.212.2640
rec-31157-id-dup-0,James Bowman,057 334 419,8057,April bTrail,Justinhaven,Northwest Territories,70855,1991-02-11,586.212.2640
rec-31157-id-dup-1,James Bowman,057 334 419,8057,Trail April,Justinhaven,Northwest Territories,70855,1991-02-11,586.212.2640
rec-31157-id-dup-2,James Bowman,057 334 419,8057,,Justinhaven,Northwest Territories,70855,1991-02-11,586.212.2640
rec-31157-id-dup-3,James Bowman,057 334 419,8057,Stone Courts,Justinhaven,Northwest Territories,70855,1991-02-11,586.212.2640
rec-31157-id-dup-4,James Bowman,057 334 419,8057,April Tr ail,Justinhaven,Northwest Territories,70855,1991-02-11,586.212.2640
rec-31158-id,Michael Gordon,553 041 641,880,Osborne Falls,East Ruthborough,Saskatchewan,17327,1971-10-19,476-908-1000
rec-31158-id-dup-0,Michael Gordon,553 041 641,880,,East Ruthborough,Saskatchewan,17327,1971-10-19,476-908-1000
rec-31158-id-dup-1,Michael Gordon,553 041 641,880,Osborn e Falls,East Ruthborough,Saskatchewan,17327,1971-10-19,476-908-1000
rec-31158-id-dup-2,Michael Gordon,553 041 641,880,Sean Glen,East Ruthborough,Saskatchewan,17327,1971-10-19,476-908-1000
rec-31158-id-dup-3,Michael Gordon,553 041 641,880,,East Ruthborough,Saskatchewan,17327,1971-10-19,476-908-1000
rec-31158-id-dup-4,Michael Gordon,553 041 641,880,,East Ruthborough,Saskatchewan,17327,1971-10-19,476-908-1000
rec-31159-id,Dana Price,460 783 756,871,Justin Landing,Port Denisehaven,British Columbia,99499,2016-11-28,372 478 7207
rec-31159-id-dup-0,Dana Price,460 783 756,871,,Port Denisehaven,British Columbia,99499,2016-11-28,372 478 7207
rec-31159-id-dup-1,Dana Price,460 783 756,871,Justin L anding,Port Denisehaven,British Columbia,99499,2016-11-28,372 478 7207
rec-31159-id-dup-2,Dana Price,460 783 756,871,Landing Justin,Port Denisehaven,British Columbia,99499,2016-11-28,372 478 7207
rec-31159-id-dup-3,Dana Price,460 783 756,871,Justin Landing,Port Denisehaven,British Columbia,99499,2016-11-28,372 478 7207
rec-31160-id,David Brown,168 108 678,1531,Brandi Isle,West Johnborough,Saskatchewan,73276,2006-11-02,895-127-6344 x420
rec-31160-id-dup-0,David Brown,168 108 678,1531,Isle Brandi,West Johnborough,Saskatchewan,73276,2006-11-02,895-127-6344 x420
rec-31160-id-dup-1,David Brown,168 108 678,1531,Isle Brandi,West Johnborough,Saskatchewan,73276,2006-11-02,895-127-6344 x420
rec-31160-id-dup-2,David Brown,168 108 678,1531,BrandiI sle,West Johnborough,Saskatchewan,73276,2006-11-02,895-127-6344 x420
rec-31161-id,Linda Wilson,177 661 808,4511,Clark Center,Brittanyview,Alberta,21236,1984-04-21,+1 (200) 237-9505
rec-31161-id-dup-0,Linda Wilson,177 661 808,4511,Clark Center,Brittanyview,Alberta,21236,1984-04-21,+1 (200) 237-9505
rec-31161-id-dup-1,Linda Wilson,177 661 808,4511,Clark Center,Brittanyview,Alberta,21236,1984-04-21,+1 (200) 237-9505
rec-31161-id-dup-2,Linda Wilson,177 661 808,4511,,Brittanyview,Alberta,21236,1984-04-21,+1 (200) 237-9505
rec-31162-id,Angela Graham,082 587 338,348,Davis Orchard,Jeffreyborough,New Brunswick,03183,1980-04-05,235.721.7721
rec-31162-id-dup-0,Angela Graham,082 587 338,348,Melissa Harbors,Jeffreyborough,New Brunswick,03183,1980-04-05,235.721.7721
rec-31162-id-dup-1,Angela Graham,082 587 338,348,Davis Orchard,Jeffreyborough,New Brunswick,03183,1980-04-05,235.721.7721
rec-31162-id-dup-2,Angela Graham,082 587 338,348,Davis Or chard,Jeffreyborough,New Brunswick,03183,1980-04-05,235.721.7721
rec-31162-id-dup-3,Angela Graham,082 587 338,348,,Jeffreyborough,New Brunswick,03183,1980-04-05,235.721.7721
rec-31163-id,Cameron Hudson,741 061 469,89459,Baker Ports,South Bryan,Manitoba,82115,1993-12-06,624-269-9245 x055
rec-31163-id-dup-0,Cameron Hudson,741 061 469,89459,Baker Ports,South Bryan,Manitoba,82115,1993-12-06,624-269-9245 x055
rec-31163-id-dup-1,Cameron Hudson,741 061 469,89459,Baker P orts,South Bryan,Manitoba,82115,1993-12-06,624-269-9245 x055
rec-31163-id-dup-2,Cameron Hudson,741 061 469,89459,,South Bryan,Manitoba,82115,1993-12-06,624-269-9245 x055
rec-31163-id-dup-3,Cameron Hudson,741 061 469,89459,David Avenue,South Bryan,Manitoba,82115,1993-12-06,624-269-9245 x055
rec-31163-id-dup-4,Cameron Hudson,741 061 469,89459,Smith Lane,South Bryan,Manitoba,82115,1993-12-06,624-269-9245 x055
rec-31164-id,William Sellers,170 386 221,1450,Lawson Drives,Justinside,Alberta,12138,1975-10-13,205-189-6407 x424
rec-31164-id-dup-0,William Sellers,170 386 221,1450,,Justinside,Alberta,12138,1975-10-13,205-189-6407 x424
rec-31164-id-dup-1,William Sellers,170 386 221,1450,Lawson Drives,Justinside,Alberta,12138,1975-10-13,205-189-6407 x424
rec-31164-id-dup-2,William Sellers,170 386 221,1450,Drives Lawson,Justinside,Alberta,12138,1975-10-13,205-189-6407 x424
rec-31165-id,Joseph Ayala,813 745 601,37778,Jacob Greens,Melissabury,Alberta,66815,1981-04-22,1-637-082-0703
rec-31165-id-dup-0,Joseph Ayala,813 745 601,37778,Jacob Gr eens,Melissabury,Alberta,66815,1981-04-22,1-637-082-0703
rec-31165-id-dup-1,Joseph Ayala,813 745 601,37778,Greens Jacob,Melissabury,Alberta,66815,1981-04-22,1-637-082-0703
rec-31165-id-dup-2,Joseph Ayala,813 745 601,37778,Jacob Greens,Melissabury,Alberta,66815,1981-04-22,1-637-082-0703
rec-31166-id,Brian Harris,103 881 678,739,Morris Burgs,East Jeremyton,Nova Scotia,43574,1990-12-06,767-040-5747
rec-31166-id-dup-0,Brian Harris,103 881 678,739,Morris B urgs,East Jeremyton,Nova Scotia,43574,1990-12-06,767-040-5747
rec-31166-id-dup-1,Brian Harris,103 881 678,739,Morris Burgs,East Jeremyton,Nova Scotia,43574,1990-12-06,767-040-5747
rec-31166-id-dup-2,Brian Harris,103 881 678,739,Morris Bur gs,East Jeremyton,Nova Scotia,43574,1990-12-06,767-040-5747
rec-31166-id-dup-3,Brian Harris,103 881 678,739,Burgs Morris,East Jeremyton,Nova Scotia,43574,1990-12-06,767-040-5747
rec-31167-id,Meghan Carpenter,778 541 300,239,Ryan Grove,Rogersmouth,Saskatchewan,60114,1991-08-16,1 (293) 584-4215
rec-31167-id-dup-0,Meghan Carpenter,778 541 300,239,Grove Ryan,Rogersmouth,Saskatchewan,60114,1991-08-16,1 (293) 584-4215
rec-31167-id-dup-1,Meghan Carpenter,778 541 300,239,Ryan Gro ve,Rogersmouth,Saskatchewan,60114,1991-08-16,1 (293) 584-4215
rec-31168-id,Bradley Matthews MD,883 022 139,2288,Martinez Lakes,Lake Elizabethville,New Brunswick,25437,1970-05-16,1 (286) 481-7727
rec-31168-id-dup-0,Bradley Matthews MD,883 022 139,2288,,Lake Elizabethville,New Brunswick,25437,1970-05-16,1 (286) 481-7727
rec-31168-id-dup-1,Bradley Matthews MD,883 022 139,2288,Martine z Lakes,Lake Elizabethville,New Brunswick,25437,1970-05-16,1 (286) 481-7727
rec-31168-id-dup-2,Bradley Matthews MD,883 022 139,2288,Martinez Lakes,Lake Elizabethville,New Brunswick,25437,1970-05-16,1 (286) 481-7727
rec-31168-id-dup-3,Bradley Matthews MD,883 022 139,2288,Taylor Hollow,Lake Elizabethville,New Brunswick,25437,1970-05-16,1 (286) 481-7727
rec-31169-id,Daniel Guzman,753 764 208,8550,Murphy Extensions,West Sonya,Ontario,14218,1982-02-22,951-317-7839 x136
rec-31169-id-dup-0,Daniel Guzman,753 764 208,8550,Extensions Murphy,West Sonya,Ontario,14218,1982-02-22,951-317-7839 x136
rec-31169-id-dup-1,Daniel Guzman,753 764 208,8550,Extensions Murphy,West Sonya,Ontario,14218,1982-02-22,951-317-7839 x136
rec-31170-id,Danielle Guzman,184 661 072,068,Howard Club,Michaelview,Ontario,65275,2011-05-25,1 (526) 950-9531
rec-31170-id-dup-0,Danielle Guzman,184 661 072,068,Vargas Rue,Michaelview,Ontario,65275,2011-05-25,1 (526) 950-9531
rec-31170-id-dup-1,Danielle Guzman,184 661 072,068,Howard C lub,Michaelview,Ontario,65275,2011-05-25,1 (526) 950-9531
