record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-19127-id-dup-0,Anthony Nelson Jr.,503 341 745,83921,Snyder Burgs,Gregfort,New Brunswick,08659,1976-07-09,295 107 0534
rec-19127-id-dup-1,Anthony Nelson Jr.,503 341 745,83921,Nichols Hollow,Gregfort,New Brunswick,08659,1976-07-09,295 107 0534
rec-19127-id-dup-2,Anthony Nelson Jr.,503 341 745,83921,,Gregfort,New Brunswick,08659,1976-07-09,295 107 0534
rec-19128-id,James Johnson,721 150 837,92762,Cunningham Centers,Lake Stevemouth,Nova Scotia,98800,1971-12-15,+1 (740) 367-3613
rec-19128-id-dup-0,James Johnson,721 150 837,92762,Cunningha m Centers,Lake Stevemouth,Nova Scotia,98800,1971-12-15,+1 (740) 367-3613
rec-19128-id-dup-1,James Johnson,721 150 837,92762,,Lake Stevemouth,Nova Scotia,98800,1971-12-15,+1 (740) 367-3613
rec-19129-id,Michael Taylor,372 440 685,238,Lopez Keys,North Diamond,Alberta,58925,1986-02-08,(319) 989-0639
rec-19129-id-dup-0,Michael Taylor,372 440 685,238,Keys Lopez,North Diamond,Alberta,58925,1986-02-08,(319) 989-0639
rec-19129-id-dup-1,Michael Taylor,372 440 685,238,Megan Inlet,North Diamond,Alberta,58925,1986-02-08,(319) 989-0639
rec-19129-id-dup-2,Michael Taylor,372 440 685,238,Miller Rapid,North Diamond,Alberta,58925,1986-02-08,(319) 989-0639
rec-19130-id,Connie Ellis,857 223 564,441,Christopher Ridge,Bradleychester,Alberta,29177,1978-07-24,837.804.2508
rec-19130-id-dup-0,Connie Ellis,857 223 564,441,Theresa Stravenue,Bradleychester,Alberta,29177,1978-07-24,837.804.2508
rec-19130-id-dup-1,Connie Ellis,857 223 564,441,Christophe r Ridge,Bradleychester,Alberta,29177,1978-07-24,837.804.2508
rec-19130-id-dup-2,Connie Ellis,857 223 564,441,Adam Roads,Bradleychester,Alberta,29177,1978-07-24,837.804.2508
rec-19130-id-dup-3,Connie Ellis,857 223 564,441,,Bradleychester,Alberta,29177,1978-07-24,837.804.2508
rec-19131-id,Michael Shields,746 051 457,536,Thomas Grove,Angelamouth,New Brunswick,95237,1998-07-31,(410) 163-9975 x462
rec-19131-id-dup-0,Michael Shields,746 051 457,536,Thomqas Grove,Angelamouth,New Brunswick,95237,1998-07-31,(410) 163-9975 x462
rec-19131-id-dup-1,Shields Michael,746 051 457,536,Thomas Grove,Angelamouth,New Brunswick,95237,1998-07-31,(410) 163-9975 x462
rec-19131-id-dup-2,Michael Shields,746 051 457,536,,Angelamouth,New Brunswick,95237,1998-07-31,(410) 163-9975 x462
rec-19132-id,Brittany Davis,260 473 525,23648,Tara Forks,West Nancy,Saskatchewan,15786,2008-03-31,(127) 820-4508
rec-19132-id-dup-0,Brittany Davis,260 473 525,23648,Tara For ks,West Nancy,Saskatchewan,15786,2008-03-31,(127) 820-4508
rec-19132-id-dup-1,Brittany Davis,260 473 525,23648,Tara Fo rks,West Nancy,Saskatchewan,15786,2008-03-31,(127) 820-4508
rec-19132-id-dup-2,Brittany Davis,260 473 525,23648,Tara Forks,West Nancy,Saskatchewan,15786,2008-03-31,(127) 820-4508
rec-19132-id-dup-3,Brittany Davis,260 473 525,23648,Karen Ports,West Nancy,Saskatchewan,15786,2008-03-31,(127) 820-4508
rec-19133-id,Daniel Stone,168 348 019,362,Timothy Overpass,Brianmouth,Nova Scotia,42389,1981-03-15,1 (603) 728-7540
rec-19133-id-dup-0,Daniel Stone,168 348 019,362,,Brianmouth,Nova Scotia,42389,1981-03-15,1 (603) 728-7540
rec-19133-id-dup-1,Daniel Stone,168 348 019,362,Timothy Overpass,Brianmouth,Nova Scotia,42389,1981-03-15,1 (603) 728-7540
rec-19133-id-dup-2,Daniel Stone,168 348 019,362,Timothy Ove rpass,Brianmouth,Nova Scotia,42389,1981-03-15,1 (603) 728-7540
rec-19134-id,Tracy Wong,715 033 148,06897,Crosby Pines,East Kathrynside,New Brunswick,94001,1979-10-30,563 244 9802
rec-19134-id-dup-0,,715 033 148,06897,Crosby Pines,East Kathrynside,New Brunswick,94001,1979-10-30,563 244 9802
rec-19134-id-dup-1,Tracy Wong,715 033 148,06897,Crosby P ines,East Kathrynside,New Brunswick,94001,1979-10-30,563 244 9802
rec-19135-id,Christy Burke,837 031 178,13574,John Ports,Port Christopher,Saskatchewan,65948,1974-12-03,(654) 174-3800 x456
rec-19135-id-dup-0,,837 031 178,13574,John Ports,Port Christopher,Saskatchewan,65948,1974-12-03,(654) 174-3800 x456
rec-19135-id-dup-1,,837 031 178,13574,John Ports,Port Christopher,Saskatchewan,65948,1974-12-03,(654) 174-3800 x456
rec-19135-id-dup-2,Christ y Burke,837 031 178,13574,John Ports,Port Christopher,Saskatchewan,65948,1974-12-03,(654) 174-3800 x456
rec-19135-id-dup-3,,837 031 178,13574,John Ports,Port Christopher,Saskatchewan,65948,1974-12-03,(654) 174-3800 x456
rec-19136-id,Maria Baxter,381 264 019,45614,Marie Dam,Jonesfort,Ontario,88335,1991-05-12,1-215-795-8054
rec-19136-id-dup-0,Maria Baxter,381 264 019,45614,Griffin Pine,Jonesfort,Ontario,88335,1991-05-12,1-215-795-8054
rec-19136-id-dup-1,Maria Baxter,381 264 019,45614,Marie Dam,Jonesfort,Ontario,88335,1991-05-12,1-215-795-8054
rec-19136-id-dup-2,Maria Baxter,381 264 019,45614,Marie D am,Jonesfort,Ontario,88335,1991-05-12,1-215-795-8054
rec-19137-id,Brittany Jensen,253 844 500,5466,John Gateway,East Adrian,Nova Scotia,52074,2007-07-05,(495) 474-4359
rec-19137-id-dup-0,Brittany Jensen,253 844 500,5466,,East Adrian,Nova Scotia,52074,2007-07-05,(495) 474-4359
rec-19137-id-dup-1,Brittany Jensen,253 844 500,5466,,East Adrian,Nova Scotia,52074,2007-07-05,(495) 474-4359
rec-19137-id-dup-2,Brittany Jensen,253 844 500,5466,,East Adrian,Nova Scotia,52074,2007-07-05,(495) 474-4359
rec-19138-id,Justin Lewis,835 105 727,979,Stout Crossing,Lake Jennifer,Manitoba,19449,1996-07-22,(911) 778-9699
rec-19138-id-dup-0,Justin Lewis,835 105 727,979,Stout Crossing,Lake Jennifer,Manitoba,19449,1996-07-22,(911) 778-9699
rec-19138-id-dup-1,Justin Lewis,835 105 727,979,Armstrong Prairie,Lake Jennifer,Manitoba,19449,1996-07-22,(911) 778-9699
rec-19138-id-dup-2,Justin Lewis,835 105 727,979,Crossing Stout,Lake Jennifer,Manitoba,19449,1996-07-22,(911) 778-9699
rec-19138-id-dup-3,Justin Lewis,835 105 727,979,Stout Crsosing,Lake Jennifer,Manitoba,19449,1996-07-22,(911) 778-9699
rec-19138-id-dup-4,Justin Lewis,835 105 727,979,Stout Cr ossing,Lake Jennifer,Manitoba,19449,1996-07-22,(911) 778-9699
rec-19139-id,Charles Martinez,804 156 180,750,Amanda Corners,West Sethside,Saskatchewan,11239,1994-10-08,(716) 990-7826 x970
rec-19139-id-dup-0,Charles Martinez,804 156 180,750,,West Sethside,Saskatchewan,11239,1994-10-08,(716) 990-7826 x970
rec-19139-id-dup-1,Charles Martinez,804 156 180,750,Amanda Corners,West Sethside,Saskatchewan,11239,1994-10-08,(716) 990-7826 x970
rec-19139-id-dup-2,Charles Martinez,804 156 180,750,,West Sethside,Saskatchewan,11239,1994-10-08,(716) 990-7826 x970
rec-19140-id,Christine Miller,716 537 444,89277,Richard Green,Timothyborough,Nunavut,56527,2007-10-08,305-452-9051 x910
rec-19140-id-dup-0,Miller Christine,716 537 444,89277,Richard Green,Timothyborough,Nunavut,56527,2007-10-08,305-452-9051 x910
rec-19140-id-dup-1,Christine Miller,716 537 444,89277,Richard Green,Timothyborough,Nunavut,56527,2007-10-08,305-452-9051 x910
rec-19140-id-dup-2,Christine Miller,716 537 444,89277,Richard Green,Timothyborough,Nunavut,56527,2007-10-08,305-452-9051 x910
rec-19140-id-dup-3,Christine Miller,716 537 444,89277,,Timothyborough,Nunavut,56527,2007-10-08,305-452-9051 x910
rec-19140-id-dup-4,Miller Christine,716 537 444,89277,Richard Green,Timothyborough,Nunavut,56527,2007-10-08,305-452-9051 x910
rec-19141-id,Tammie Grant,517 406 120,77332,Heath Square,North Bradside,Prince Edward Island,24981,2007-06-21,850.290.4762
rec-19141-id-dup-0,Tammie Grant,517 406 120,77332,Square Heath,North Bradside,Prince Edward Island,24981,2007-06-21,850.290.4762
rec-19141-id-dup-1,Tammie Grant,517 406 120,77332,Square Heath,North Bradside,Prince Edward Island,24981,2007-06-21,850.290.4762
rec-19141-id-dup-2,Tammie Gra nt,517 406 120,77332,Heath Square,North Bradside,Prince Edward Island,24981,2007-06-21,850.290.4762
rec-19141-id-dup-3,Tammie Grant,517 406 120,77332,,North Bradside,Prince Edward Island,24981,2007-06-21,850.290.4762
rec-19141-id-dup-4,Tammie Grant,517 406 120,77332,Square Heath,North Bradside,Prince Edward Island,24981,2007-06-21,850.290.4762
rec-19142-id,Sonya Prince,130 782 766,242,Pierce Drive,Kimberlytown,Nunavut,91167,1982-06-23,835 767 2403
rec-19142-id-dup-0,Sonya Prince,130 782 766,242,Drive Pierce,Kimberlytown,Nunavut,91167,1982-06-23,835 767 2403
rec-19142-id-dup-1,Sonya Prince,130 782 766,242,Pierce D rive,Kimberlytown,Nunavut,91167,1982-06-23,835 767 2403
rec-19142-id-dup-2,,130 782 766,242,Pierce Drive,Kimberlytown,Nunavut,91167,1982-06-23,835 767 2403
rec-19142-id-dup-3,Sonya Prince,130 782 766,242,Pierce Drive,Kimberlytown,Nunavut,91167,1982-06-23,835 767 2403
rec-19143-id,Matthew Kelly,734 425 374,617,Baker Stream,South Michael,New Brunswick,94110,1977-04-13,(565) 303-4870 x975
rec-19143-id-dup-0,Matthew Kelly,734 425 374,617,Stream Baker,South Michael,New Brunswick,94110,1977-04-13,(565) 303-4870 x975
rec-19143-id-dup-1,Matthew Kelly,734 425 374,617,Baker S tream,South Michael,New Brunswick,94110,1977-04-13,(565) 303-4870 x975
rec-19143-id-dup-2,Matthew Kelly,734 425 374,617,,South Michael,New Brunswick,94110,1977-04-13,(565) 303-4870 x975
rec-19143-id-dup-3,Matthew Kelly,734 425 374,617,Baker S tream,South Michael,New Brunswick,94110,1977-04-13,(565) 303-4870 x975
rec-19143-id-dup-4,Matthew Kelly,734 425 374,617,Cain Roads,South Michael,New Brunswick,94110,1977-04-13,(565) 303-4870 x975
rec-19144-id,Sherry Sparks,284 605 839,7971,Shepard Ridges,North Shawnshire,Alberta,07938,1991-02-05,(747) 792-0922 x912
rec-19144-id-dup-0,Sherry Sparks,284 605 839,7971,Shepard Rkidges,North Shawnshire,Alberta,07938,1991-02-05,(747) 792-0922 x912
rec-19144-id-dup-1,Sherry Sparks,284 605 839,7971,,North Shawnshire,Alberta,07938,1991-02-05,(747) 792-0922 x912
rec-19144-id-dup-2,Sherry Sparks,284 605 839,7971,Shepard Ridges,North Shawnshire,Alberta,07938,1991-02-05,(747) 792-0922 x912
rec-19145-id,Richard Perry,025 816 612,153,Danny Crescent,Barbaramouth,Alberta,88261,1982-11-06,1-179-849-6040
rec-19145-id-dup-0,Richard Perry,025 816 612,153,Danny Crescent,Barbaramouth,Alberta,88261,1982-11-06,1-179-849-6040
rec-19145-id-dup-1,Richard Perry,025 816 612,153,Crescent Danny,Barbaramouth,Alberta,88261,1982-11-06,1-179-849-6040
rec-19145-id-dup-2,Richard Perry,025 816 612,153,Danny Crescent,Barbaramouth,Alberta,88261,1982-11-06,1-179-849-6040
rec-19145-id-dup-3,Richard Perry,025 816 612,153,Danny Crescent,Barbaramouth,Alberta,88261,1982-11-06,1-179-849-6040
rec-19145-id-dup-4,Richard Perry,025 816 612,153,Danny Cr escent,Barbaramouth,Alberta,88261,1982-11-06,1-179-849-6040
rec-19146-id,Lauren Holmes,641 648 076,975,Wilson Tunnel,Mayoshire,Saskatchewan,96382,1973-01-05,1 (618) 987-0216
rec-19146-id-dup-0,Lauren Holmes,641 648 076,975,,Mayoshire,Saskatchewan,96382,1973-01-05,1 (618) 987-0216
rec-19146-id-dup-1,Lauren Holmes,641 648 076,975,Robert Orchard,Mayoshire,Saskatchewan,96382,1973-01-05,1 (618) 987-0216
rec-19147-id,Elizabeth Farmer,138 608 476,97710,Miguel Canyon,Micheleburgh,Nunavut,22556,1981-02-18,963 775 7404
rec-19147-id-dup-0,,138 608 476,97710,Miguel Canyon,Micheleburgh,Nunavut,22556,1981-02-18,963 775 7404
rec-19147-id-dup-1,Elizabeth Farmer,138 608 476,97710,,Micheleburgh,Nunavut,22556,1981-02-18,963 775 7404
rec-19147-id-dup-2,Elizabeth Farmer,138 608 476,97710,,Micheleburgh,Nunavut,22556,1981-02-18,963 775 7404
rec-19147-id-dup-3,Elizabeth Farmer,138 608 476,97710,Miguel Cnayon,Micheleburgh,Nunavut,22556,1981-02-18,963 775 7404
rec-19147-id-dup-4,Elizabeth Farmer,138 608 476,97710,Anderson Stream,Micheleburgh,Nunavut,22556,1981-02-18,963 775 7404
rec-19148-id,Joseph Herrera,660 225 871,451,Hill Greens,West Charles,Nova Scotia,15910,1991-11-26,+1 (753) 150-1560
rec-19148-id-dup-0,Joseph Herrera,660 225 871,451,Robert Corner,West Charles,Nova Scotia,15910,1991-11-26,+1 (753) 150-1560
rec-19148-id-dup-1,Candice Hart,660 225 871,451,Hill Greens,West Charles,Nova Scotia,15910,1991-11-26,+1 (753) 150-1560
rec-19148-id-dup-2,Joseph Herrera,660 225 871,451,,West Charles,Nova Scotia,15910,1991-11-26,+1 (753) 150-1560
rec-19148-id-dup-3,Joseph Herrera,660 225 871,451,Hill Greens,West Charles,Nova Scotia,15910,1991-11-26,+1 (753) 150-1560
rec-19148-id-dup-4,Joseph Herrera,660 225 871,451,Greens Hill,West Charles,Nova Scotia,15910,1991-11-26,+1 (753) 150-1560
rec-19149-id,Mrs. Lisa Cruz,671 446 706,464,Jennifer Cape,Martinland,Prince Edward Island,50128,1983-07-18,(129) 878-1784
rec-19149-id-dup-0,Mrs. Lisa Cruz,671 446 706,464,Jennifer Cape,Martinland,Prince Edward Island,50128,1983-07-18,(129) 878-1784
rec-19149-id-dup-1,Mrs. Lisa Cruz,671 446 706,464,Shannon Gateway,Martinland,Prince Edward Island,50128,1983-07-18,(129) 878-1784
rec-19149-id-dup-2,Mrs. Lisa Cruz,671 446 706,464,Jennife rCape,Martinland,Prince Edward Island,50128,1983-07-18,(129) 878-1784
rec-19150-id,Christopher Baxter,028 177 657,56614,Samuel Crescent,North Marciabury,Alberta,09361,1974-04-11,1-839-051-6616
rec-19150-id-dup-0,Christopher Baxter,028 177 657,56614,,North Marciabury,Alberta,09361,1974-04-11,1-839-051-6616
rec-19150-id-dup-1,Christopher Baxter,028 177 657,56614,,North Marciabury,Alberta,09361,1974-04-11,1-839-051-6616
rec-19151-id,Sherry Harding,832 256 184,9476,Chad Well,New Luismouth,British Columbia,04017,2008-06-16,118.882.3766
rec-19151-id-dup-0,Sherry Harding,832 256 184,9476,,New Luismouth,British Columbia,04017,2008-06-16,118.882.3766
