record_id,Name,SIN,StreetNumber,Street,City,Province,PostalCode,DOB,PhoneNum
rec-39191-id,Scott Johnson,882 352 065,7053,Vazquez Locks,Andersonborough,Quebec,29561,2013-09-17,1-270-974-4658
rec-39191-id-dup-0,Scott Johnson,882 352 065,7053,Nathan Isle,Andersonborough,Quebec,29561,2013-09-17,1-270-974-4658
rec-39191-id-dup-1,Scott Johnson,882 352 065,7053,Vazquez L ocks,Andersonborough,Quebec,29561,2013-09-17,1-270-974-4658
rec-39191-id-dup-2,Scott Johnson,882 352 065,7053,Johnson Oval,Andersonborough,Quebec,29561,2013-09-17,1-270-974-4658
rec-39191-id-dup-3,Scott Johnson,882 352 065,7053,Vazque z Locks,Andersonborough,Quebec,29561,2013-09-17,1-270-974-4658
rec-39192-id,Regina Cannon,835 540 766,6227,Brad Light,North Codymouth,Quebec,30195,1973-08-15,(160) 577-6666 x594
rec-39192-id-dup-0,Regina Cannon,835 540 766,6227,,North Codymouth,Quebec,30195,1973-08-15,(160) 577-6666 x594
rec-39192-id-dup-1,Regina Cannon,835 540 766,6227,Brad Light,North Codymouth,Quebec,30195,1973-08-15,(160) 577-6666 x594
rec-39192-id-dup-2,Regina Cannon,835 540 766,6227,,North Codymouth,Quebec,30195,1973-08-15,(160) 577-6666 x594
rec-39192-id-dup-3,Regina Cannon,835 540 766,6227,Light Brad,North Codymouth,Quebec,30195,1973-08-15,(160) 577-6666 x594
rec-39193-id,Charles Bruce,855 302 766,697,Courtney Point,Williamstown,Northwest Territories,71031,2013-11-13,(798) 611-7235
rec-39193-id-dup-0,Charles Bruce,855 302 766,697,Courtney Point,Williamstown,Northwest Territories,71031,2013-11-13,(798) 611-7235
rec-39193-id-dup-1,Bruce Charles,855 302 766,697,Courtney Point,Williamstown,Northwest Territories,71031,2013-11-13,(798) 611-7235
rec-39193-id-dup-2,Charles Bruce,855 302 766,697,Patricia Pine,Williamstown,Northwest Territories,71031,2013-11-13,(798) 611-7235
rec-39194-id,Michael Lopez,316 477 405,48143,Torres Alley,Milesmouth,Nova Scotia,91276,2009-08-04,1-470-780-2024
rec-39194-id-dup-0,Michael Lopez,316 477 405,48143,,Milesmouth,Nova Scotia,91276,2009-08-04,1-470-780-2024
